id,Country,Year,Month,FoodPriceIndex
4646,South Africa,1972,6,1.1
80501,Greece,2013,4,101.2
41957,Netherlands,1992,7,74.1
18645,Finland,1980,1,37.7
7186,Greece,1973,11,2.1
70406,Germany,2007,11,86.9193
42385,Israel,1992,10,39.0
61675,Turkey,2003,2,32.9
31502,Denmark,1986,12,56.5
29291,South Africa,1985,9,5.9
30961,Portugal,1986,8,40.3
75231,Greece,2010,6,94.6
69332,France,2007,4,88.9
70574,United Kingdom,2007,12,79.3
34612,France,1988,8,64.0
14917,Denmark,1978,1,31.6
45057,Netherlands,1994,3,75.1
22034,Canada,1981,11,41.5
56772,Spain,2000,7,66.1
53832,France,1998,12,75.6
43470,Israel,1993,5,40.3
77436,Mexico,2011,8,80.6
54412,Austria,1999,4,69.2
51972,France,1997,12,75.1
14376,Portugal,1977,9,7.3
61177,Netherlands,2002,11,87.1
24409,Japan,1983,2,78.6
28826,South Africa,1985,6,5.8
30841,South Africa,1986,7,7.0
9324,Canada,1975,1,21.2
53101,Mexico,1998,7,36.5
38167,Denmark,1990,7,61.7
29964,United Kingdom,1986,2,45.2
78311,Germany,2012,2,94.586
4385,Finland,1972,5,15.4
71562,Netherlands,2008,6,92.6
50156,Mexico,1996,12,28.9
55526,Germany,1999,11,74.9734
17230,Switzerland,1979,4,57.6
34174,Japan,1988,5,81.0
74236,United States,2009,11,87.9
78942,France,2012,6,100.1
30451,Italy,1986,5,44.0
9807,Spain,1975,4,9.5
5462,Denmark,1972,12,17.4
68285,Luxembourg,2006,9,81.7
21277,Spain,1981,6,22.2
70616,Mexico,2007,12,65.9
65145,Finland,2005,1,78.4
65452,Spain,2005,3,81.7
38485,Finland,1990,9,74.4
37555,Finland,1990,3,73.6
72681,"Taiwan, China",2009,1,76.96
43747,Denmark,1993,7,62.6
3446,Germany,1971,11,38.2621
49966,Greece,1996,11,62.8
32380,Turkey,1987,5,0.0
59590,Israel,2002,1,69.2
28875,Finland,1985,7,64.4
68661,South Africa,2006,11,53.2
80642,Spain,2013,5,99.1
56786,Greece,2000,7,68.8
65232,Sweden,2005,1,80.9
2085,Israel,1971,2,0.0
61232,Austria,2002,12,72.7
2832,Spain,1971,7,5.9
55546,Greece,1999,11,69.4
55099,Japan,1999,8,94.6
295,Turkey,1970,2,0.0
61560,Switzerland,2003,2,100.2
51220,Israel,1997,7,57.7
28505,Turkey,1985,4,0.0
39550,Switzerland,1991,4,92.8
55406,Italy,1999,10,70.5
6247,France,1973,5,17.3
81305,Luxembourg,2013,9,99.4
40525,Israel,1991,10,35.7
31860,Luxembourg,1987,2,55.4
9039,United Kingdom,1974,11,14.4
56821,Mexico,2000,7,44.4
42541,Italy,1992,11,60.0
64166,South Africa,2004,6,47.9
81730,Finland,2013,12,102.7
3949,Japan,1972,2,34.6
43626,Italy,1993,6,60.8
26096,Greece,1984,1,11.8
13842,France,1977,6,27.6
20995,Israel,1981,4,0.1
43507,Netherlands,1993,5,73.8
866,Mexico,1970,6,0.0
22522,France,1982,2,45.1
66456,Portugal,2005,9,88.7
8997,Austria,1974,11,36.9
30760,Israel,1986,7,16.8
46704,United Kingdom,1995,2,62.5
80431,"Taiwan, China",2013,3,81.26
76411,South Africa,2011,1,75.0
68581,Italy,2006,11,84.0
80980,Israel,2013,7,102.1
25491,Italy,1983,9,35.8
51224,Japan,1997,7,93.2
69049,Japan,2007,2,89.8
54390,Turkey,1999,3,7.9
79821,South Africa,2012,11,86.8
57552,France,2000,12,78.7
75886,Mexico,2010,10,77.8
3911,Germany,1972,2,39.1866
52791,Mexico,1998,5,35.3
63776,Italy,2004,4,82.0
32130,Finland,1987,4,68.2
18487,Spain,1979,12,19.3
33527,France,1988,1,63.1
57085,Finland,2000,9,71.7
36851,Portugal,1989,10,
6426,Italy,1973,6,8.0
26716,Greece,1984,5,12.9
3142,Spain,1971,9,5.9
37245,Finland,1990,1,72.8
1071,"Taiwan, China",1970,7,12.84
46846,Germany,1995,3,75.4192
5587,Austria,1973,1,33.0
68351,South Africa,2006,9,52.4
25106,South Africa,1983,6,4.6
45284,Canada,1994,5,60.1
15537,Denmark,1978,5,32.1
33529,United Kingdom,1988,1,47.9
38901,South Africa,1990,11,13.5
77989,Canada,2011,12,91.6
40587,Sweden,1991,10,80.8
54692,Sweden,1999,5,77.3
31162,Austria,1986,10,58.5
80339,United Kingdom,2013,3,102.1
29126,"Taiwan, China",1985,8,40.45
26547,Spain,1984,4,32.1
80792,Denmark,2013,6,100.2
78106,"Taiwan, China",2011,12,82.4
32821,Portugal,1987,8,43.7
22256,Mexico,1981,12,0.1
40502,France,1991,10,71.4
77306,Portugal,2011,7,95.4
61726,Germany,2003,3,79.8766
38000,Switzerland,1990,6,89.1
69665,Israel,2007,6,78.1
75631,United States,2010,8,88.7
46795,Turkey,1995,2,0.8
2626,United States,1971,5,16.8
52309,Japan,1998,2,94.0
65495,Luxembourg,2005,3,79.0
60986,Italy,2002,10,77.8
9131,"Taiwan, China",1974,11,27.03
53560,Luxembourg,1998,10,67.2
73621,South Africa,2009,7,71.7
70366,South Africa,2007,10,59.5
23537,Sweden,1982,8,44.5
4875,Israel,1972,8,0.0
8687,Austria,1974,9,36.8
57716,Greece,2001,1,71.7
20507,France,1981,1,38.4
68966,United States,2007,1,80.7
43625,Israel,1993,6,39.8
54546,"Taiwan, China",1999,4,61.69
60940,Switzerland,2002,10,99.5
17405,Finland,1979,5,35.9
67106,United States,2006,1,79.3
20484,Canada,1981,1,39.4
22965,Switzerland,1982,5,72.6
60131,United States,2002,4,72.8
40807,Spain,1991,12,53.1
18685,Luxembourg,1980,1,36.9
62975,Finland,2003,11,77.0
49469,Canada,1996,8,62.5
18804,United Kingdom,1980,2,31.7
44316,"Taiwan, China",1993,10,53.01
34982,Netherlands,1988,10,68.7
28097,Spain,1985,2,35.5
68710,Finland,2006,12,79.7
73079,Japan,2009,4,94.0
60712,Netherlands,2002,8,87.9
13091,Italy,1977,1,14.8
24694,United Kingdom,1983,4,39.5
4580,Luxembourg,1972,6,23.0
77496,South Africa,2011,8,78.2
44772,Sweden,1994,1,76.8
66876,Italy,2005,12,81.9
39502,Sweden,1991,3,80.9
22856,Italy,1982,4,30.5
56095,Turkey,2000,2,11.6
2316,United States,1971,3,16.6
50721,Germany,1997,4,
50825,Turkey,1997,4,2.8
47211,Mexico,1995,5,17.8
62691,Italy,2003,9,80.6
79120,Israel,2012,7,94.3
23010,Israel,1982,5,0.2
22607,Sweden,1982,2,42.7
16039,Japan,1978,8,69.0
30496,Portugal,1986,5,39.7
17557,Spain,1979,6,18.5
43281,Germany,1993,4,73.3688
36897,Austria,1989,11,59.2
46237,France,1994,11,71.7
64226,Greece,2004,7,79.7
81026,Portugal,2013,7,101.7
14351,Mexico,1977,9,0.0
6291,Mexico,1973,5,0.0
8257,Spain,1974,6,8.1
211,Greece,1970,2,1.3
7356,Italy,1973,12,8.3
58632,Spain,2001,7,70.7
9035,Finland,1974,11,21.6
32372,Sweden,1987,5,63.5
38322,Denmark,1990,8,61.7
5627,France,1973,1,16.7
5067,Netherlands,1972,9,39.7
27942,Spain,1985,1,35.4
62800,Switzerland,2003,10,101.5
71680,Israel,2008,7,90.4
62211,Greece,2003,6,84.3
34125,Switzerland,1988,5,
9194,United Kingdom,1974,12,14.5
69990,Luxembourg,2007,8,83.8
5139,Canada,1972,10,15.4
13725,Luxembourg,1977,5,34.9
32081,South Africa,1987,3,8.2
54295,Finland,1999,3,70.5
72166,Mexico,2008,10,70.3
57482,Sweden,2000,11,76.4
21376,"Taiwan, China",1981,6,40.41
31514,United Kingdom,1986,12,46.0
16919,Canada,1979,2,31.7
62401,Mexico,2003,7,50.7
18276,"Taiwan, China",1979,10,34.32
41275,Finland,1992,3,77.1
28356,United States,1985,3,43.2
37236,Germany,1990,1,68.4877
62521,Greece,2003,8,80.7
63155,Israel,2003,12,72.0
16001,Germany,1978,8,52.9126
11292,Sweden,1976,1,21.8
9037,France,1974,11,20.6
21196,Portugal,1981,5,14.4
23151,Greece,1982,6,9.7
46281,Mexico,1994,11,13.6
27371,Mexico,1984,9,0.4
20379,Japan,1980,12,73.6
1741,Germany,1970,12,36.6263
46306,Portugal,1994,11,
30520,Turkey,1986,5,0.0
35481,"Taiwan, China",1989,1,43.31
72470,Luxembourg,2008,12,89.3
71944,Canada,2008,9,82.5
1511,Portugal,1970,10,2.1
75246,Italy,2010,6,91.8
9277,Sweden,1974,12,19.1
24377,Spain,1983,2,28.3
34406,South Africa,1988,6,9.9
78097,Sweden,2011,12,94.0
57900,Luxembourg,2001,2,
6237,Denmark,1973,5,18.8
43139,United Kingdom,1993,3,61.1
58664,Japan,2001,7,90.0
74851,"Taiwan, China",2010,3,76.43
21771,Italy,1981,9,28.4
61387,Austria,2003,1,74.1
79402,Spain,2012,9,97.0
11096,Mexico,1975,12,0.0
71647,Denmark,2008,7,92.5
13291,Portugal,1977,2,6.3
79356,South Africa,2012,8,82.1
34711,United States,1988,8,48.6
35075,Finland,1988,11,69.0
60809,United Kingdom,2002,9,68.6
12625,Israel,1976,10,0.0
43640,Luxembourg,1993,6,61.2
76130,Switzerland,2010,12,101.4
79740,Israel,2012,11,97.5
23081,"Taiwan, China",1982,5,41.9
73991,Greece,2009,10,94.2
57955,Turkey,2001,2,14.6
28556,Germany,1985,5,66.3541
61454,Japan,2003,1,91.0
10455,Israel,1975,8,0.0
51379,Japan,1997,8,94.3
26977,Austria,1984,7,55.8
43580,Switzerland,1993,6,92.4
15382,Denmark,1978,4,32.1
21066,"Taiwan, China",1981,4,39.96
26269,Japan,1984,2,82.8
57575,Israel,2000,12,67.5
51235,Luxembourg,1997,7,65.4
65481,Italy,2005,3,81.7
50847,Austria,1997,5,68.0
28195,Turkey,1985,2,
17434,Japan,1979,5,69.5
26114,Japan,1984,1,80.2
45190,Luxembourg,1994,4,61.8
91,Mexico,1970,1,0.0
7741,United States,1974,2,23.0
5009,United Kingdom,1972,9,10.1
37845,Switzerland,1990,5,88.5
22305,Turkey,1981,12,0.0
61582,France,2003,2,85.2
73041,Germany,2009,4,88.8805
2476,South Africa,1971,4,1.0
8880,Finland,1974,10,21.6
76196,Mexico,2010,12,79.4
20037,Spain,1980,10,21.0
41112,Denmark,1992,2,63.3
32575,Switzerland,1987,7,81.5
70331,Portugal,2007,10,93.9
27167,Spain,1984,8,34.2
44902,Netherlands,1994,2,74.4
81352,Sweden,2013,9,97.6
72732,Denmark,2009,2,92.5
69487,France,2007,5,89.3
39641,Portugal,1991,4,62.5
70260,Finland,2007,10,80.6
47537,Netherlands,1995,7,75.7
54822,Netherlands,1999,6,80.0
45411,South Africa,1994,5,22.3
71511,Greece,2008,6,92.6
37547,Denmark,1990,3,61.7
14772,France,1977,12,28.7
5576,South Africa,1972,12,1.1
14161,Greece,1977,8,3.3
67654,Japan,2006,5,90.4
79867,Spain,2012,12,98.2
73306,United States,2009,5,88.6
34086,"Taiwan, China",1988,4,41.1
23861,United States,1982,10,40.4
76711,"Taiwan, China",2011,3,77.86
10254,Canada,1975,7,23.1
820,Finland,1970,6,13.6
42912,Sweden,1993,1,77.9
51861,Mexico,1997,11,32.3
71385,Luxembourg,2008,5,88.3
19710,Switzerland,1980,8,65.1
75756,Portugal,2010,9,94.1
41897,France,1992,7,70.5
19336,Portugal,1980,5,12.3
66801,South Africa,2005,11,49.3
31347,Denmark,1986,11,56.5
80935,Switzerland,2013,7,101.4
9497,Spain,1975,2,9.2
46264,Japan,1994,11,93.1
17086,Germany,1979,3,53.6238
66331,United States,2005,8,78.2
67294,Canada,2006,3,75.9
45796,Italy,1994,8,63.0
25427,Austria,1983,9,53.8
507,Spain,1970,4,5.4
42202,Spain,1992,9,54.8
6092,France,1973,4,17.1
64062,France,2004,6,87.8
17276,Italy,1979,4,19.9
80206,Italy,2013,2,98.4
55581,Mexico,1999,11,42.3
38727,Sweden,1990,10,79.1
61365,Turkey,2002,12,31.1
37651,"Taiwan, China",1990,3,45.86
47570,Turkey,1995,7,0.9
16010,Finland,1978,8,34.6
44559,Japan,1993,12,91.8
6242,Spain,1973,5,7.1
56289,Canada,2000,4,65.2
33516,Germany,1988,1,65.3584
73561,Mexico,2009,7,75.2
30681,United States,1986,6,43.7
24752,Netherlands,1983,4,67.3
45841,Portugal,1994,8,70.6
55564,Japan,1999,11,92.4
14082,Sweden,1977,7,27.3
27007,Denmark,1984,7,53.1
8754,Japan,1974,9,54.2
23546,"Taiwan, China",1982,8,
55002,Sweden,1999,7,76.6
23789,Japan,1982,10,80.2
14702,Sweden,1977,11,27.5
62384,Japan,2003,7,89.1
46416,Italy,1994,12,64.5
8056,South Africa,1974,4,1.4
46895,Luxembourg,1995,3,64.0
20961,Germany,1981,4,58.8155
24845,Finland,1983,5,55.6
13522,Denmark,1977,4,28.6
64659,Canada,2004,10,73.2
34614,United Kingdom,1988,8,48.6
9374,Japan,1975,1,56.1
63595,Finland,2004,3,78.0
64410,Luxembourg,2004,8,78.2
76547,Sweden,2011,2,94.2
1004,Japan,1970,7,32.2
31907,Sweden,1987,2,63.5
47167,France,1995,5,72.8
53059,United Kingdom,1998,7,65.9
22362,Spain,1982,1,25.3
4255,Israel,1972,4,0.0
45702,Sweden,1994,7,80.0
18275,Turkey,1979,10,0.0
25000,Finland,1983,6,56.3
42042,Denmark,1992,8,63.0
61000,Luxembourg,2002,10,75.7
21414,Canada,1981,7,41.9
53189,Canada,1998,8,64.4
23299,United Kingdom,1982,7,38.7
31229,Japan,1986,10,82.2
21171,Mexico,1981,5,0.1
75065,Finland,2010,5,85.4
65241,"Taiwan, China",2005,1,65.2
41906,Greece,1992,7,40.8
4431,Mexico,1972,5,0.0
31736,Portugal,1987,1,41.9
72146,Italy,2008,10,91.1
11829,United Kingdom,1976,5,19.8
66695,Finland,2005,11,77.4
64827,Denmark,2004,11,77.9
71215,Israel,2008,4,89.8
17431,Italy,1979,5,
13936,"Taiwan, China",1977,6,29.62
53207,Spain,1998,8,64.5
2100,Luxembourg,1971,2,21.0
29136,South Africa,1985,8,5.8
71872,Netherlands,2008,8,92.6
47814,Japan,1995,9,92.3
64620,Turkey,2004,9,36.1
20640,Switzerland,1981,2,66.3
10841,United States,1975,10,25.9
78920,Switzerland,2012,6,99.4
63730,Switzerland,2004,4,102.0
46679,Canada,1995,2,62.0
25004,United Kingdom,1983,6,40.1
30739,United Kingdom,1986,7,45.7
76066,Portugal,2010,11,94.2
5295,Switzerland,1972,11,44.5
74206,Portugal,2009,11,91.8
46031,South Africa,1994,9,25.1
27635,Finland,1984,11,61.6
68739,Japan,2006,12,89.7
22870,Luxembourg,1982,4,43.5
50227,Austria,1997,1,67.0
30056,"Taiwan, China",1986,2,39.84
36625,Finland,1989,9,71.8
67307,Denmark,2006,3,80.2
1586,Germany,1970,11,36.4841
16764,Canada,1979,1,30.9
34036,Mexico,1988,4,5.7
28317,Netherlands,1985,3,70.9
4766,Portugal,1972,7,2.4
44481,South Africa,1993,11,21.0
71881,Portugal,2008,8,98.1
45,Finland,1970,1,13.5
54119,Canada,1999,2,65.2
70967,Sweden,2008,2,87.0
76179,Japan,2010,12,92.1
30112,Spain,1986,3,39.0
33194,Canada,1987,11,53.7
76091,"Taiwan, China",2010,11,80.26
77680,Switzerland,2011,10,98.5
26399,United Kingdom,1984,3,42.1
22201,Germany,1981,12,59.9534
6496,"Taiwan, China",1973,6,14.86
67377,Netherlands,2006,3,86.2
26851,Germany,1984,6,65.714
43795,Luxembourg,1993,7,61.3
74442,Spain,2010,1,92.6
2990,Finland,1971,8,14.4
38270,Turkey,1990,7,0.0
70754,Japan,2008,1,
52271,Germany,1998,2,77.5587
9761,South Africa,1975,3,1.6
59162,Netherlands,2001,10,86.4
66101,Italy,2005,7,81.6
26375,Switzerland,1984,3,78.0
7024,United Kingdom,1973,10,12.0
4531,Germany,1972,6,40.1112
76129,Canada,2010,12,87.3
30991,United States,1986,8,44.7
490,Switzerland,1970,4,37.6
74132,Spain,2009,11,92.5
3291,Germany,1971,10,38.1198
74889,Canada,2010,4,86.8
27325,Finland,1984,9,61.2
11306,United States,1976,1,26.1
63440,Finland,2004,2,77.9
52749,United Kingdom,1998,5,66.3
36067,Netherlands,1989,5,68.5
28511,United States,1985,4,43.1
57612,Netherlands,2000,12,81.4
27354,Japan,1984,9,81.7
29475,Switzerland,1985,11,79.0
6022,Sweden,1973,3,16.8
49625,Switzerland,1996,9,92.1
55692,France,1999,12,76.3
52386,South Africa,1998,2,30.5
76221,Portugal,2010,12,94.2
17600,Luxembourg,1979,6,36.3
10100,Switzerland,1975,6,
59125,Israel,2001,10,69.4
19150,Luxembourg,1980,4,37.2
78477,France,2012,3,99.1
37429,Japan,1990,2,85.9
32790,Luxembourg,1987,8,54.7
9666,Greece,1975,3,
2642,Austria,1971,6,29.7
14464,United Kingdom,1977,10,24.4
63729,Canada,2004,4,72.0
68224,Canada,2006,9,76.4
39134,Japan,1991,1,91.3
48191,"Taiwan, China",1995,11,59.45
52691,United States,1998,4,66.0
33797,Austria,1988,3,58.4
58937,Denmark,2001,9,76.6
67541,Portugal,2006,4,90.6
550,Luxembourg,1970,4,20.8
58477,Spain,2001,6,70.2
45832,Netherlands,1994,8,75.7
11047,Spain,1975,12,10.2
53221,Greece,1998,8,66.4
27801,Greece,1984,12,13.8
64705,Israel,2004,10,71.4
35325,Turkey,1988,12,
42096,Mexico,1992,8,12.0
55786,"Taiwan, China",1999,12,62.82
21187,Netherlands,1981,5,64.0
39616,Mexico,1991,4,10.6
49087,Netherlands,1996,5,
30202,Sweden,1986,3,62.5
9479,Canada,1975,2,21.5
21749,United Kingdom,1981,9,36.2
57064,Canada,2000,9,
15297,Netherlands,1978,3,57.0
22250,Luxembourg,1981,12,42.3
17874,United Kingdom,1979,8,29.6
38996,Mexico,1990,12,10.0
8395,Switzerland,1974,7,50.8
63666,Portugal,2004,3,89.4
62366,Greece,2003,7,81.8
79557,Spain,2012,10,97.3
7787,Denmark,1974,3,20.5
45464,United Kingdom,1994,6,
65396,"Taiwan, China",2005,2,65.09
18171,Germany,1979,10,54.1216
45732,Austria,1994,8,68.1
25571,South Africa,1983,9,4.8
35480,Turkey,1989,1,0.0
25715,Turkey,1983,10,0.0
47156,Germany,1995,5,75.9541
25932,France,1983,12,
11061,Greece,1975,12,2.8
2660,Switzerland,1971,6,40.3
10459,Japan,1975,8,57.6
9814,United Kingdom,1975,4,16.5
66875,Israel,2005,12,73.5
1992,Sweden,1971,1,14.6
26047,Austria,1984,1,55.3
80251,Portugal,2013,2,99.7
63907,France,2004,5,87.4
39211,South Africa,1991,1,14.0
50914,Japan,1997,5,94.0
41207,Sweden,1992,2,77.5
30405,Switzerland,1986,5,81.1
51999,Japan,1997,12,91.3
38620,Switzerland,1990,10,88.7
14296,Germany,1977,9,52.4148
38642,France,1990,10,69.0
34551,"Taiwan, China",1988,7,42.65
17321,Portugal,1979,4,10.4
43222,Sweden,1993,3,78.2
29320,Switzerland,1985,10,78.4
967,Denmark,1970,7,14.6
30232,Austria,1986,4,58.3
78515,Luxembourg,2012,3,94.5
37739,Japan,1990,4,86.5
6285,Luxembourg,1973,5,24.9
47127,Austria,1995,5,67.1
23584,Canada,1982,9,44.1
28766,Mexico,1985,6,0.6
18984,Japan,1980,3,73.8
31381,Italy,1986,11,44.7
6094,United Kingdom,1973,4,11.2
56372,Netherlands,2000,4,79.2
46796,"Taiwan, China",1995,2,58.53
48881,Greece,1996,4,63.3
48166,Portugal,1995,11,72.1
6961,"Taiwan, China",1973,9,16.41
53210,Finland,1998,8,71.3
18947,Denmark,1980,3,
14305,Finland,1977,9,34.5
972,Spain,1970,7,5.5
44321,United States,1993,10,58.0
25405,Turkey,1983,8,0.0
76799,Japan,2011,4,92.8
37030,Turkey,1989,11,0.0
38262,Sweden,1990,7,78.6
17242,Denmark,1979,4,33.5
39444,Japan,1991,3,91.5
24916,Portugal,1983,5,22.3
26590,Luxembourg,1984,4,52.0
48120,Israel,1995,11,49.9
43020,Luxembourg,1993,2,61.4
78324,United Kingdom,2012,2,99.0
15881,Italy,1978,7,18.1
69426,"Taiwan, China",2007,4,68.21
78641,Greece,2012,4,100.6
51352,France,1997,8,74.3
9756,United States,1975,3,24.8
43746,Germany,1993,7,73.2796
13337,Austria,1977,3,42.3
78479,United Kingdom,2012,3,98.5
13510,Switzerland,1977,4,53.2
42661,Germany,1992,12,71.9424
43861,South Africa,1993,7,20.4
43042,Netherlands,1993,2,73.7
24251,Italy,1983,1,33.9
13714,Japan,1977,5,66.8
19662,Sweden,1980,7,33.9
68517,Austria,2006,11,78.8
75685,Finland,2010,9,86.5
54137,Spain,1999,2,64.9
23257,Austria,1982,7,52.3
64432,Netherlands,2004,8,85.5
48540,Switzerland,1996,2,92.7
66796,United States,2005,11,78.8
38510,Israel,1990,9,30.0
60291,South Africa,2002,5,42.6
31036,Germany,1986,9,65.5718
44315,Turkey,1993,10,0.3
16205,Luxembourg,1978,9,35.6
37781,Portugal,1990,4,58.0
57076,Germany,2000,9,75.0626
39736,Greece,1991,5,37.5
31665,Finland,1987,1,67.1
80707,Netherlands,2013,5,100.2
67939,United Kingdom,2006,7,73.2
67247,Sweden,2006,2,80.9
4491,South Africa,1972,5,1.1
55962,Austria,2000,2,69.9
43914,United Kingdom,1993,8,61.1
4692,Spain,1972,7,6.4
27121,South Africa,1984,7,5.2
37425,Israel,1990,2,28.6
13710,Israel,1977,5,0.0
64941,South Africa,2004,11,48.3
59981,South Africa,2002,3,41.5
10547,Austria,1975,9,39.2
67016,Greece,2006,1,84.3
54596,Germany,1999,5,77.3804
37617,Netherlands,1990,3,
58790,Finland,2001,8,75.1
22989,United Kingdom,1982,5,39.3
40035,Finland,1991,7,76.9
32325,Luxembourg,1987,5,54.7
26776,Portugal,1984,5,30.0
31045,Finland,1986,9,66.9
79661,United States,2012,10,95.7
68701,Germany,2006,12,81.7487
31151,South Africa,1986,9,7.2
10935,Luxembourg,1975,11,31.4
37805,Turkey,1990,4,0.0
43997,Sweden,1993,8,77.6
34836,Portugal,1988,9,47.8
76400,Turkey,2011,1,65.6
66222,Denmark,2005,8,79.8
16825,Luxembourg,1979,1,35.8
14876,South Africa,1977,12,
63897,Denmark,2004,5,79.3
37487,Sweden,1990,2,75.8
12456,Greece,1976,9,2.9
30882,Denmark,1986,8,56.8
41702,Austria,1992,6,65.4
34297,Spain,1988,6,42.2
77746,Mexico,2011,10,81.1
3136,Germany,1971,9,38.1198
25152,Spain,1983,7,28.9
10769,Japan,1975,10,62.4
78581,South Africa,2012,3,82.5
32282,Spain,1987,5,41.5
55222,Spain,1999,9,65.1
62246,Mexico,2003,6,50.7
43921,Greece,1993,8,46.3
29746,"Taiwan, China",1985,12,38.95
11196,Germany,1976,1,48.7877
76607,Denmark,2011,3,94.1
4551,Greece,1972,6,1.5
70102,Spain,2007,9,89.4
67341,Italy,2006,3,82.5
17511,South Africa,1979,5,2.5
77846,Germany,2011,11,92.179
60830,Israel,2002,9,72.3
39787,Netherlands,1991,5,72.6
76644,Japan,2011,3,92.8
41131,Greece,1992,2,43.0
65346,Mexico,2005,2,56.5
12241,South Africa,1976,7,1.8
54086,United States,1999,1,67.7
1666,Portugal,1970,11,2.1
51354,United Kingdom,1997,8,65.8
6672,Austria,1973,8,33.8
62507,Spain,2003,8,77.4
59700,Switzerland,2002,2,99.9
246,Mexico,1970,2,0.0
34016,Italy,1988,4,46.9
1070,Turkey,1970,7,0.0
25815,Luxembourg,1983,11,50.6
24980,Switzerland,1983,6,76.2
59745,Israel,2002,2,68.9
966,Germany,1970,7,36.8397
33672,Denmark,1988,2,58.3
80732,Sweden,2013,5,98.0
20069,Japan,1980,10,74.4
2680,Finland,1971,6,14.2
24946,United States,1983,5,41.1
45345,Luxembourg,1994,5,61.9
61936,Mexico,2003,4,50.7
78656,Italy,2012,4,96.1
64846,Greece,2004,11,80.8
4854,United Kingdom,1972,8,10.1
15852,Spain,1978,7,17.3
51467,Austria,1997,9,67.6
37196,South Africa,1989,12,11.9
33217,France,1987,11,62.8
43696,"Taiwan, China",1993,6,55.57
35735,Luxembourg,1989,3,56.6
43236,United States,1993,3,57.4
61186,Portugal,2002,11,86.5
25134,Canada,1983,7,45.7
67470,Finland,2006,4,79.4
849,Japan,1970,6,32.4
73850,Israel,2009,9,91.8
24095,Israel,1982,12,0.3
59102,France,2001,10,82.7
48407,France,1996,1,72.5
42276,Portugal,1992,9,67.8
48121,Italy,1995,11,67.9
13421,Mexico,1977,3,0.0
48431,Italy,1996,1,68.3
50755,Israel,1997,4,57.4
20002,Austria,1980,10,47.8
78969,Japan,2012,6,92.5
19575,Finland,1980,7,41.4
13326,South Africa,1977,2,1.9
3982,Netherlands,1972,2,38.2
18381,Mexico,1979,11,0.1
53461,"Taiwan, China",1998,9,64.55
70671,United States,2007,12,84.6
6362,Austria,1973,6,33.5
19121,Greece,1980,4,5.8
15795,Turkey,1978,6,0.0
59326,Portugal,2001,11,85.2
47317,Spain,1995,6,61.5
691,Italy,1970,5,6.3
2767,Sweden,1971,6,14.5
55081,Greece,1999,8,66.7
47105,Turkey,1995,4,0.9
22080,Israel,1981,11,0.1
76331,Italy,2011,1,93.2
13462,Sweden,1977,3,25.0
42364,United Kingdom,1992,10,59.4
61296,Italy,2002,12,78.4
66301,Portugal,2005,8,89.2
43135,Finland,1993,3,76.0
67636,Greece,2006,5,86.9
17589,Japan,1979,6,68.5
13471,"Taiwan, China",1977,3,27.24
29830,Israel,1986,1,15.3
30422,Spain,1986,5,38.9
62955,Switzerland,2003,11,101.2
12889,Canada,1976,12,22.5
61405,Switzerland,2003,1,99.5
70377,Austria,2007,11,83.8
81741,Greece,2013,12,98.5
17166,Portugal,1979,3,9.8
38979,Japan,1990,12,87.8
25181,Italy,1983,7,35.4
21816,Portugal,1981,9,15.9
10924,Japan,1975,11,60.8
9391,Mexico,1975,1,0.0
41827,Sweden,1992,6,78.0
71479,Canada,2008,6,81.7
26435,Luxembourg,1984,3,51.8
60834,Japan,2002,9,90.6
77972,Austria,2011,12,91.8
42699,Japan,1992,12,90.1
81216,South Africa,2013,8,88.1
44182,Austria,1993,10,67.7
40285,Turkey,1991,8,0.1
17965,Turkey,1979,8,0.0
76816,Mexico,2011,4,81.2
19056,United States,1980,3,
846,Italy,1970,6,6.3
45927,France,1994,9,71.6
75974,Canada,2010,11,86.7
12687,Sweden,1976,10,23.4
74795,Luxembourg,2010,3,89.7
26840,Switzerland,1984,6,79.0
1846,"Taiwan, China",1970,12,13.12
60661,Greece,2002,8,76.4
75067,France,2010,5,95.5
3917,Spain,1972,2,6.2
38525,Luxembourg,1990,9,59.6
44636,South Africa,1993,12,21.2
13282,Netherlands,1977,2,56.2
68552,Spain,2006,11,86.5
31025,Switzerland,1986,9,79.5
79396,Germany,2012,9,94.2294
79086,Germany,2012,7,94.3186
63122,Denmark,2003,12,79.0
78050,Luxembourg,2011,12,93.4
47311,Germany,1995,6,75.8649
8826,United States,1974,9,23.9
21911,Greece,1981,10,7.9
4627,Sweden,1972,6,16.1
32930,Israel,1987,9,19.3
41226,South Africa,1992,2,17.9
21087,Austria,1981,5,49.2
31662,Spain,1987,1,42.0
79987,Austria,2013,1,96.6
18636,Germany,1980,1,55.2595
23165,Israel,1982,6,0.2
42817,Denmark,1993,1,62.8
46176,"Taiwan, China",1994,10,58.89
47592,Austria,1995,8,66.3
40802,Denmark,1991,12,62.8
49896,"Taiwan, China",1996,10,63.42
44446,Portugal,1993,11,69.1
38221,Mexico,1990,7,9.1
31240,Luxembourg,1986,10,55.9
62845,Israel,2003,10,72.3
1192,Netherlands,1970,8,35.5
38824,Japan,1990,11,88.8
14686,Portugal,1977,11,7.4
14334,Japan,1977,9,67.9
13166,United States,1977,1,26.2
